Name,type,value
Cragorn,Book(s),A Feast for Crows (appears) A Dance with Dragons (mentioned)
Craster,Culture,Free Folk
Craster,Died,In 299 AC; at Craster's Keep
Craster,Book(s),A Clash of Kings (appears) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Craster,Played by,Robert Pugh
Craster,TV series,Season 2
Crawn,Allegiance,Moon Brothers
Crawn,Culture,Vale mountain clans
Crawn,Book(s),A Clash of Kings (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Cregan Karstark,Allegiance,House Karstark
Cregan Karstark,Culture,Northmen
Cregan Karstark,Born,In 249 AC (roughly); at Karhold;
Cregan Karstark,Book(s),A Dance with Dragons (appears)
Cregan Stark,Alias,The Old Man of the North
Cregan Stark,Title,Lord of Winterfell;Warden of the North;Hand of the King
Cregan Stark,Allegiance,House Stark;Blacks
Cregan Stark,Culture,Northmen
Cregan Stark,Died,In or after 157 AC;
Cregan Stark,Spouse,1st: Arra Norrey2nd: Alysanne Blackwood3rd: Lynara Stark
Cregan Stark,Book(s),The World of Ice and Fire (mentioned) The Princess and the Queen (mentioned) A Game of Thrones (mentioned) A Clash of Kings (mentioned)
Creighton Longbough,Title,Ser
Creighton Longbough,Born,In or between 240 AC and 249 AC;
Creighton Longbough,Book(s),A Feast for Crows (appears)
Creighton Redfort,Title,Ser
Creighton Redfort,Allegiance,House Redfort
Creighton Redfort,Culture,Valemen
Creighton Redfort,Book(s),A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Cressen,Title,Maester
Cressen,Born,In 219 AC or 220 AC;
Cressen,Died,In 299 AC; at Dragonstone
Cressen,Book(s),A Clash of Kings (POV) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Cressen,Played by,Oliver Ford
Cressen,TV series,Season 2
Criston Cole,Alias,Criston the Kingmaker
Criston Cole,Title,Ser;Lord Commander of the Kingsguard;Hand of the King
Criston Cole,Allegiance,House Cole;Rhaenyra Targaryen (formerly)Kingsguard;Greens
Criston Cole,Culture,Stormlands
Criston Cole,Born,In 82 AC; at Blackhaven
Criston Cole,Died,In 130 AC; at the Butcher's Ball south of the Gods Eye
Criston Cole,Book(s),The World of Ice and Fire (mentioned) The Rogue Prince (mentioned) The Princess and the Queen (mentioned) A Feast for Crows (mentioned)
Cuger,Allegiance,Night's Watch
Cuger,Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Cutjack,Book(s),A Clash of Kings (appears)
Cynthea Frey,Allegiance,House Frey
Cynthea Frey,Born,In 290 AC;
Cynthea Frey,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Cyrenna Swann,Allegiance,House Swann;House Frey
Cyrenna Swann,Born,In 236 AC or before;
Cyrenna Swann,Died,In or between 249 AC and 258 AC;
Cyrenna Swann,Spouse,Lord Walder Frey
Cyrenna Swann,Book(s),A Clash of Kings (appendix) A Storm of Swords (appendix) A Feast for Crows (appendix) A Dance with Dragons (appendix)
Daario Naharis,Allegiance,Stormcrows
Daario Naharis,Culture,Tyroshi
Daario Naharis,Book(s),A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (appears)
Daario Naharis,Played by,Ed Skrein ~ Season 3Michiel Huisman ~ Season 4-6
Daario Naharis,TV series,Season 3
Dacey Mormont,Allegiance,House Mormont
Dacey Mormont,Culture,Northmen
Dacey Mormont,Born,In or between 252 AC or 277 AC; at Bear Island;
Dacey Mormont,Died,In 299 AC; at the Twins
Dacey Mormont,Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Dacks,Allegiance,House Redfort
Dacks,Book(s),A Game of Thrones (mentioned)
Daegon Shepherd,Alias,The Black Shepherd
Daegon Shepherd,Allegiance,House Shepherd
Daegon Shepherd,Culture,Ironborn
Daegon Shepherd,Book(s),A Feast for Crows;A Dance with Dragons
Daella Targaryen (daughter of Jaehaerys I),Title,Princess;Lady of the Eyrie
Daella Targaryen (daughter of Jaehaerys I),Allegiance,House Targaryen;House Arryn
Daella Targaryen (daughter of Jaehaerys I),Culture,Valyrian
Daella Targaryen (daughter of Jaehaerys I),Born,In or between 54 AC and 66 AC;
Daella Targaryen (daughter of Jaehaerys I),Died,In 82 AC;
Daella Targaryen (daughter of Jaehaerys I),Spouse,Lord Rodrik Arryn
Daella Targaryen (daughter of Jaehaerys I),Book(s),The World of Ice and Fire (mentioned) The Rogue Prince (mentioned)
Daella Targaryen (daughter of Maekar I),Title,Princess
Daella Targaryen (daughter of Maekar I),Allegiance,House Targaryen
Daella Targaryen (daughter of Maekar I),Culture,Valyrian
Daella Targaryen (daughter of Maekar I),Born,In 199 AC;
Daella Targaryen (daughter of Maekar I),Book(s),The World of Ice and Fire (mentioned) The Sworn Sword (mentioned)
Daemon I Blackfyre,Alias,Daemon Waters;The Black Dragon;The King Who Bore the Sword;The Pretender
Daemon I Blackfyre,Title,Ser;King of the Andals; the Rhoynar and the First Men (claimant)Lord of the Seven Kingdoms (claimant)Protector of the Ream (claimant)
Daemon I Blackfyre,Allegiance,House Blackfyre
Daemon I Blackfyre,Culture,Valyrian
Daemon I Blackfyre,Born,In 170 AC; at King's Landing
Daemon I Blackfyre,Died,In 196 AC; at Redgrass Field
Daemon I Blackfyre,Spouse,Rohanne of Tyrosh
Daemon I Blackfyre,Book(s),The World of Ice and Fire (mentioned) The Sworn Sword (mentioned) The Mystery Knight (mentioned) A Storm of Swords (mentioned) A Dance with Dragons (mentioned)
Daemon I Blackfyre,Personal Arms,a black three headed-dragon on red
Daemon II Blackfyre,Alias,Ser John the Fiddler;Daemon the Younger;The Brown Dragon
Daemon II Blackfyre,Title,King of the Andals; the Rhoynar and the First Men (claimant)Lord of the Seven Kingdoms (claimant)Protector of the Realm (claimant)
Daemon II Blackfyre,Allegiance,House Blackfyre
Daemon II Blackfyre,Born,In 188 AC or 189 AC;
Daemon II Blackfyre,Died,In or between 211 AC and 219 AC;
Daemon II Blackfyre,Book(s),The World of Ice and Fire (mentioned) The Mystery Knight (appears)
Daemon II Blackfyre,Personal Arms,As John the Fiddler: an engrailed cross in gold with a golden fiddle in the first and third quarters; a golden sword in the second and fourth.;
Daemon Sand,Alias,Bastard of Godsgrace
Daemon Sand,Title,Ser
Daemon Sand,Allegiance,House Allyrion
Daemon Sand,Culture,Dornishmen
Daemon Sand,Born,In 275 AC or 276 AC;
Daemon Sand,Book(s),A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (appears) The Winds of Winter (appears)
Daemon Sand,TV series,Season 4
Daemon Targaryen,Alias,Prince of the City;Lord Flea Bottom;The Rogue Prince
Daemon Targaryen,Title,Prince;Commander of the City Watch;Master of coin;Master of laws;King of the Stepstones and the Narrow Sea;Protector of the Realm
Daemon Targaryen,Allegiance,House Targaryen;Blacks
Daemon Targaryen,Culture,Valyrian
Daemon Targaryen,Born,In 81 AC;
Daemon Targaryen,Died,In 130 AC; at the Gods Eye
Daemon Targaryen,Spouse,1st: Lady Rhea Royce2nd: Lady Laena Velaryon3rd: Princess Rhaenyra Targaryen
Daemon Targaryen,Book(s),The World of Ice and Fire (mentioned) The Rogue Prince (mentioned) The Princess and the Queen (mentioned)
Daena Targaryen,Alias,Daena the Defiant
Daena Targaryen,Title,Princess
Daena Targaryen,Allegiance,House Targaryen
Daena Targaryen,Culture,Valyrian
Daena Targaryen,Born,In 145 AC; at King's Landing;
Daena Targaryen,Spouse,King Baelor I Targaryen
Daena Targaryen,Book(s),The World of Ice and Fire (mentioned) A Feast for Crows (mentioned)
Daenerys Targaryen (daughter of Aegon IV),Title,Princess
Daenerys Targaryen (daughter of Aegon IV),Allegiance,House Targaryen;House Martell
Daenerys Targaryen (daughter of Aegon IV),Born,In 172 AC;
Daenerys Targaryen (daughter of Aegon IV),Spouse,Prince Maron Martell
Daenerys Targaryen (daughter of Aegon IV),Book(s),The World of Ice and Fire (mentioned) The Sworn Sword (mentioned) A Dance with Dragons (mentioned)
Daenerys Targaryen,Reign,298 AC-
Daenerys Targaryen,Full Name,Daenerys Targaryen the First of Her Name
Daenerys Targaryen,Alias,Dany;Daenerys Stormborn;The Unburnt;Mother of Dragons;Mhysa (mother)The Silver Queen;Silver Lady;Dragonmother;The Dragon Queen;
Daenerys Targaryen,Other Titles,Khaleesi of the Great Grass Sea;Queen of Meereen;Queen of the Andals and the Rhoynar and the First Men; Lord of the Seven Kingdoms (claimant)Breaker of Shackles/Chains;Queen of the Seven Kingdoms;(claimant)Princess of Dragonstone (claimant)
Daenerys Targaryen,Born in,284 AC; at Dragonstone
Daenerys Targaryen,Culture,Valyrian
Daenerys Targaryen,Royal House,House Targaryen
Daenerys Targaryen,Predecessor,Viserys III Targaryen (claimant)
Daenerys Targaryen,Consort,1st: Khal Drogo2nd: Hizdahr zo Loraq
Daenerys Targaryen,Issue,Rhaego
Daenerys Targaryen,Father,Aerys II Targaryen
Daenerys Targaryen,Mother,Rhaella Targaryen
Daenerys Targaryen,Book(s),A Game of Thrones (POV) A Clash of Kings (POV) A Storm of Swords (POV) A Feast for Crows (mentioned) A Dance with Dragons (POV) The Winds of Winter (mentioned)
Daenerys Targaryen,Played by,Emilia Clarke
Daenerys Targaryen,TV series,Season 1
Daeron I Targaryen,Reign,157 AC - 161 AC
Daeron I Targaryen,Full Name,Daeron Targaryen the First of His Name
Daeron I Targaryen,Alias,The Young Dragon;The Boy King
Daeron I Targaryen,Other Titles,King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm
Daeron I Targaryen,Born in,143 AC; at King's Landing;
Daeron I Targaryen,Died in,161 AC; at Dorne;
Daeron I Targaryen,Buried in, at King's Landing
Daeron I Targaryen,Royal House,House Targaryen
Daeron I Targaryen,Predecessor,Aegon III Targaryen
Daeron I Targaryen,Heir,Baelor I Targaryen
Daeron I Targaryen,Successor,Baelor I Targaryen
Daeron I Targaryen,Issue,None
Daeron I Targaryen,Father,Aegon III Targaryen
Daeron I Targaryen,Mother,Daenaera Velaryon;
Daeron I Targaryen,Book(s),The World of Ice and Fire (mentioned) The Sworn Sword (mentioned) A Game of Thrones (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Daeron II Targaryen,Reign,184 AC - 209 AC
Daeron II Targaryen,Full Name,Daeron Targaryen the Second of His Name
Daeron II Targaryen,Alias,Daeron the Good;Daeron the Falseborn
Daeron II Targaryen,Other Titles,King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm (renounced)
Daeron II Targaryen,Born in,153 AC; at King's Landing;
Daeron II Targaryen,Died in,209 AC; at King's Landing;
Daeron II Targaryen,Royal House,House Targaryen
Daeron II Targaryen,Predecessor,Aegon IV Targaryen
Daeron II Targaryen,Heir,Baelor &quot;Breakspear&quot; Targaryen;Valarr Targaryen
Daeron II Targaryen,Successor,Aerys I Targaryen
Daeron II Targaryen,Queen,Mariah Martell
Daeron II Targaryen,Issue,Baelor &quot;Breakspear&quot; Targaryen;Aerys I Targaryen;Rhaegel Targaryen;Maekar I Targaryen
Daeron II Targaryen,Father,Aegon IV Targaryen
Daeron II Targaryen,Mother,Naerys Targaryen
Daeron II Targaryen,Book(s),The World of Ice and Fire (mentioned) The Hedge Knight (mentioned) The Sworn Sword (mentioned) The Mystery Knight (mentioned) A Game of Thrones (mentioned) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Daeron Targaryen (son of Viserys I),Alias,Daeron the Daring
Daeron Targaryen (son of Viserys I),Title,Prince;Ser
Daeron Targaryen (son of Viserys I),Allegiance,House Targaryen;Greens
Daeron Targaryen (son of Viserys I),Born,In 114 AC;
Daeron Targaryen (son of Viserys I),Died,In 130 AC; at Tumbleton
Daeron Targaryen (son of Viserys I),Book(s),The World of Ice and Fire (mentioned) The Rogue Prince (mentioned) The Princess and The Queen (mentioned)
Daeron Targaryen (son of Maekar I),Alias,Daeron the Drunken
Daeron Targaryen (son of Maekar I),Title,Prince of Dragonstone;Prince of Summerhall
Daeron Targaryen (son of Maekar I),Allegiance,House Targaryen
Daeron Targaryen (son of Maekar I),Born,In 190 AC or 191 AC;
Daeron Targaryen (son of Maekar I),Died,In or between 221 AC and 233 AC;
Daeron Targaryen (son of Maekar I),Spouse,Kiera of Tyrosh
Daeron Targaryen (son of Maekar I),Book(s),The World of Ice and Fire (mentioned) The Hedge Knight (appears) The Mystery Knight (mentioned) A Clash of Kings (mentioned) A Feast for Crows (mentioned)
Daeron Vaith,Title,Lord of the Red Dunes
Daeron Vaith,Allegiance,House Vaith
Daeron Vaith,Culture,Dornish
Daeron Vaith,Book(s),A Feast for Crows (appendix) A Dance with Dragons (appendix)
Daeryssa,Title,Princess
Daeryssa,Book(s),A Game of Thrones (mentioned)
Dafyn Vance,Title,Ser
Dafyn Vance,Allegiance,House Vance
Dafyn Vance,Spouse,Maegelle Frey
Dafyn Vance,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Dagmer,Alias,Dagmer Cleftjaw
Dagmer,Title,Captain of Foamdrinker
Dagmer,Allegiance,House Greyjoy
Dagmer,Culture,Ironborn
Dagmer,Book(s),A Clash of Kings (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Dagmer,Played by,Ralph Ineson
Dagmer,TV series,Season 2
Dagon Ironmaker,Allegiance,House Ironmaker
Dagon Ironmaker,Culture,Ironborn
Dagon Ironmaker,Book(s),A Feast for Crows (mentioned)
Dagon Greyjoy,Title,Lord Reaper of Pyke;Lord of the Iron Islands
Dagon Greyjoy,Allegiance,House Greyjoy
Dagon Greyjoy,Culture,Ironborn
Dagon Greyjoy,Book(s),The Sworn Sword (mentioned) The Mystery Knight (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Dagos Manwoody,Title,Lord of Kingsgrave
Dagos Manwoody,Allegiance,House Manwoody
Dagos Manwoody,Book(s),A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Dake,Allegiance,House Osgrey
Dake,Died,At Coldmoat
Dake,Book(s),The Sworn Sword (mentioned)
Dake (Guard),Allegiance,House Lannister
Dake (Guard),Book(s),A Feast for Crows (mentioned)
Dalbridge,Alias,Squire Dalbridge
Dalbridge,Allegiance,Night's Watch
Dalbridge,Born,In 254 AC or before;
Dalbridge,Died,In 299 AC; at Skirling Pass
Dalbridge,Book(s),A Clash of Kings (appears) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Dale Drumm,Alias,Dale the Dread
Dale Drumm,Allegiance,House Drumm
Dale Drumm,Book(s),A Feast for Crows (mentioned)
Dale Seaworth,Title,Captain of the Wraith
Dale Seaworth,Allegiance,House Seaworth
Dale Seaworth,Died,In 299 AC; at Blackwater Rush
Dale Seaworth,Book(s),A Clash of Kings (appears) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Dalla,Culture,Free Folk
Dalla,Died,In 300 AC; at Near Castle Black
Dalla,Book(s),A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Dalla (Dragonstone),Allegiance,House Baratheon of Dragonstone
Dalla (Dragonstone),Book(s),A Clash of Kings (mentioned)
Damion Lannister,Title,Ser;Castellan of Casterly Rock
Damion Lannister,Allegiance,House Lannister
Damion Lannister,Born,In or between 257 AC and 272 AC;
Damion Lannister,Spouse,Shiera Crakehall
Damion Lannister,Book(s),A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned) The World of Ice and Fire (mentioned)
Damon Dance-for-Me,Alias,Damon Dance-for-Me
Damon Dance-for-Me,Allegiance,House Bolton
Damon Dance-for-Me,Book(s),A Dance with Dragons (appears)
Damon Lannister (lord),Alias,The Grey Lion
Damon Lannister (lord),Title,Lord of Casterly Rock;Shield of Lannisport;Warden of the West
Damon Lannister (lord),Allegiance,House Lannister
Damon Lannister (lord),Culture,Westerman
Damon Lannister (lord),Died,In 210 AC;
Damon Lannister (lord),Spouse,Lady Cerissa Brax
Damon Lannister (lord),Book(s),The Hedge Knight (appears) The Mystery Knight (mentioned)
Damon Lannister (son of Jason),Allegiance,House Lannister
Damon Lannister (son of Jason),Born,In 244 AC or 245 AC;
Damon Lannister (son of Jason),Spouse,Ella Lannister
Damon Lannister (son of Jason),Book(s),The World of Ice and Fire (mentioned)
Damon Paege,Title,Ser
Damon Paege,Allegiance,House Paege
Damon Paege,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Damon Shett,Title,the Knight of Gull Tower;Ser
Damon Shett,Allegiance,House Shett of Gull Tower
Damon Shett,Book(s),A Feast for Crows (mentioned)
Damon Vypren,Title,Ser
Damon Vypren,Allegiance,House Vypren
Damon Vypren,Born,In 265 AC or later;
Damon Vypren,Book(s),A Clash of Kings (mentioned) A Storm of Swords (appears) A Feast for Crows (mentioned)
Dan,Alias,Hempen Dan
Dan,Culture,Free Folk
Dan,Book(s),A Storm of Swords;A Feast for Crows (mentioned)
Dancy,Allegiance,Chataya's brothel
Dancy,Book(s),A Clash of Kings (appears) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Danelle Lothston,Alias,Mad Danelle
Danelle Lothston,Title,Lady of Harrenhal
Danelle Lothston,Allegiance,House Lothston
Danelle Lothston,Book(s),The World of Ice and Fire (mentioned) The Mystery Knight (appears) A Feast for Crows (mentioned)
Danny Flint,Allegiance,House Flint;Night's Watch
Danny Flint,Culture,Northmen
Danny Flint,Book(s),A Storm of Swords (mentioned) A Dance with Dragons (mentioned)
Danos Slynt,Allegiance,House Slynt
Danos Slynt,Book(s),A Storm of Swords (mentioned)
Danwell Frey,Title,Ser
Danwell Frey,Allegiance,House Frey
Danwell Frey,Born,In or between 252 AC and 261 AC;
Danwell Frey,Spouse,Wynafrei Whent
Danwell Frey,Book(s),A Game of Thrones (appears) A Clash of Kings (appears) A Storm of Swords (appears) A Feast for Crows (appears) A Dance with Dragons (mentioned)
Dareon,Alias,The Black Singer Lover ;
Dareon,Allegiance,Night's Watch
Dareon,Died,In 300 AC; at Braavos
Dareon,Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (appears) A Dance with Dragons (mentioned)
Darla Deddings,Title,Lady
Darla Deddings,Allegiance,House Deddings
Darla Deddings,Book(s),The Princess and the Queen (mentioned)
Darlessa Marbrand,Allegiance,House Marbrand;House Lannister
Darlessa Marbrand,Spouse,Ser Tygett Lannister
Darlessa Marbrand,Book(s),A Game of Thrones (appendix) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Dance with Dragons (mentioned)
Daryn Hornwood,Allegiance,House Hornwood
Daryn Hornwood,Culture,Northmen
Daryn Hornwood,Died,In 298 AC; at the Whispering Wood
Daryn Hornwood,Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Dance with Dragons (mentioned)
Daughter of the Dusk,Alias,The Daughter of the Dusk
Daughter of the Dusk,Culture,Braavosi
Daughter of the Dusk,Book(s),A Feast for Crows (mentioned)
Daven Lannister,Title,Ser;Warden of the West
Daven Lannister,Allegiance,House Lannister
Daven Lannister,Culture,Westerman
Daven Lannister,Born,In 273 AC (roughly);
Daven Lannister,Book(s),A Game of Thrones (appendix) A Clash of Kings (mentioned) A Storm of Swords (mentioned)  A Feast for Crows (appears) A Dance with Dragons (mentioned)
